NODE	LABEL	COLOR	SIZE	SHAPE	SECTOR	URL	MODULE	KD_MODULE	KD_TOP_MODULE	KD_BORDER_COLOR	KD_subnetwork_shown	LABELSIZE
LCP2	LCP2	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
LDHA	LDHA	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LDLR	LDLR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LDLRAD4	LDLRAD4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LEF1	LEF1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LEPR	LEPR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LGALS1	LGALS1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LGALS2	LGALS2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LGALS3	LGALS3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LGALS3BP	LGALS3BP	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LGALS9	LGALS9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
LGMN	LGMN	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LHFPL2	LHFPL2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LIF	LIF	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRA1	LILRA1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRA2	LILRA2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LILRA3	LILRA3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRA5	LILRA5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRA6	LILRA6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRB1	LILRB1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LILRB2	LILRB2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LILRB3	LILRB3	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
LILRB4	LILRB4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LILRB5	LILRB5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LIMD2	LIMD2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LINC00324	LINC00324	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LIPA	LIPA	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LITAF	LITAF	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
LMO2	LMO2	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LOC391020	LOC391020	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LOX	LOX	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LPAR1	LPAR1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LPAR6	LPAR6	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LPCAT1	LPCAT1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LPL	LPL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LPXN	LPXN	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRCH4	LRCH4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRMP	LRMP	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LRP1	LRP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRP10	LRP10	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LRRC25	LRRC25	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRRC32	LRRC32	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRRC8C	LRRC8C	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LRRFIP1	LRRFIP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LSP1	LSP1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
LST1	LST1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
LTA	LTA	#B2C0FF	100	Ellipse	1:B2C0FF	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=B2C0FF	KEGG_TYPE_I_DIABETES_MELLITUS,..	Not a KD	Not a KD	Not a KD	Not a KD	12
LTB	LTB	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
LTBP2	LTBP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LTF	LTF	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LUM	LUM	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LY6E	LY6E	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
LY75	LY75	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
LY86	LY86	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_ASTHMA	#B2EAFF	NO	20
LY9	LY9	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LY96	LY96	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	#C2FF7F	NO	20
LYL1	LYL1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LYN	LYN	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	#F6FF7F	NO	20
LYSMD2	LYSMD2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LYST	LYST	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
LYZ	LYZ	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
M6PR	M6PR	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAF	MAF	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
MAFB	MAFB	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
MAL	MAL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MALT1	MALT1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAN1A1	MAN1A1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAN1C1	MAN1C1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAN2B1	MAN2B1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
MANBA	MANBA	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAP2K3	MAP2K3	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAP3K14	MAP3K14	#C2FF7F	100	Ellipse	1:C2FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=C2FF7F	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	Not a KD	Not a KD	Not a KD	Not a KD	12
MAP3K5	MAP3K5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAP3K8	MAP3K8	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
MAP4K1	MAP4K1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
MAP4K4	MAP4K4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAPRE1	MAPRE1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAPRE2	MAPRE2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MARCH1	MARCH1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
MARCKS	MARCKS	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MARCO	MARCO	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MATK	MATK	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MAX	MAX	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MBD4	MBD4	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MBNL1	MBNL1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MBP	MBP	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MCL1	MCL1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
MCM5	MCM5	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MCTP1	MCTP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MDFIC	MDFIC	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
ME2	ME2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MEF2C	MEF2C	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
MERTK	MERTK	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
METTL7A	METTL7A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MFHAS1	MFHAS1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MFNG	MFNG	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_HEMATOPOIETIC_CELL_LINEAGE	#9FFF96	NO	20
MFSD1	MFSD1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MGAT1	MGAT1	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_CELL_ADHESION_MOLECULES_CAMS	#ABFFDC	NO	20
MGAT4A	MGAT4A	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MGLL	MGLL	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MICAL1	MICAL1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MICAL2	MICAL2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MICB	MICB	#F6FF7F	100	Diamond	1:F6FF7F	http://chart.apis.google.com/chart?cht=p&chs=200x200&chf=bg,s,00000000&chd=t:1&chco=F6FF7F	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_VIRAL_MYOCARDITIS,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_VIRAL_MYOCARDITIS	#FF9F7F	NO	20
MILR1	MILR1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MIR155	MIR155	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MIR22HG	MIR22HG	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MIR650	MIR650	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MITF	MITF	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MKNK1	MKNK1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMD	MMD	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP1	MMP1	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP12	MMP12	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP19	MMP19	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP2	MMP2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP7	MMP7	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
MMP9	MMP9	#cfcfcf	100	Diamond				KEGG_VIRAL_MYOCARDITIS,KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG_ASTHMA,KEGG_TYPE_I_DIABETES_MELLITUS,..	KEGG_TYPE_I_DIABETES_MELLITUS,..	#B2C0FF	NO	20
MMRN2	MMRN2	#cfcfcf	50	Ellipse				Not a KD	Not a KD	Not a KD	Not a KD	12
